bank,path,blob_sha1,headline_status,normalized,compile_gate,compile_codes,voice_leaf_gate,fx_leaves_gate,fx_rng_gate,wavetable_leaf_gate,routing_leaves_gate,fidelity_contract_gate,essentiality_listening,fx_required,b4_prediction,slates,reasons
factory,resources/data/patches_factory/Leads/Resofest 1.fxp,eef94c93a875b050a585ffd48c3ad6eb13695037,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Conditioner;Delay,supported,,"leaf_not_landed:fx:Conditioner(#54);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Resofest 2.fxp,efbc36f8abca7dc7ae4099030e0280086e6c12e6,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;Distortion,supported,,"leaf_verification_incomplete:fx:Distortion;stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Resofest 3.fxp,bc0766d814a3cc0cec1af50722709eb881dec323,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Reverb 1,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Resofest 4.fxp,986ddec2fe37f73f08edd453d69ceec073eb8a7d,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Conditioner;Delay,supported,,"leaf_not_landed:fx:Conditioner(#54);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Riemann.fxp,9b99df6ad534f6a3e0618367d28caa45f95a22a5,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;EQ,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Rough.fxp,8807f082dc86ca378d364cf3fbdfc4ecdc89357c,unresolved,PASS,PASS,,NOT_RUN,NOT_RUN,,,,STALE,,Conditioner,supported,,"leaf_not_landed:fx:Conditioner(#54);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Rundfunk Funk.fxp,6adabc1e179431a126c7f46d001930c56fa5b0ce,unresolved,PASS,PASS,,NOT_RUN,,,NOT_RUN,,STALE,,,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Saw Octaves.fxp,02d2aadb50142cf19d6d071187a3215fed22dd3c,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Scooped.fxp,8c9ecd0fe1a367e8b7b103e39c3c820f43cec6ac,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;Phaser,supported,,"leaf_not_landed:fx:Phaser(#59);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Scream Lead.fxp,62fd503bcf941e47f14c65c5a0dff94e029d422c,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;Delay;EQ,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Screamer.fxp,92d2874d120d6c8da4bab251ccc33362dcff9806,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Screamy Verby.fxp,8c41704b034d3b51beacdf4f28f15c6e9ce934f5,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Reverb 1,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Semi-clip.fxp,9eccfcea09f0441f2409a49be93aedab993bc524,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Chorus;Delay;EQ,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Chorus(evidence hash mismatch for reports/SXT-028c/EVIDENCE.md: expected 7a64271ee76335eb6d281182f8a48304f1f1490ccfcecc1f9e68d0d0dbf70598, found a7997cc83b5a7f888e9b79ffe76b9078da5fb6e36491aa8a0d9ab2126741ad7c);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Serial.fxp,fcf4bec72c33ce3b0dec035fe2554a7efcf642b3,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Delay,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Shanai.fxp,418f8cf469551d3e798a5f33ffaad3577f75fe62,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Delay,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Sharpish.fxp,9b9260d0268b85825a5769d02d78cd571a24f5d7,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Sheep Clothing MW.fxp,46bea0f29b82d6b3649c8146e9c107ee5e323745,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Conditioner;EQ,supported,,"leaf_not_landed:fx:Conditioner(#54);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Simple ATC.fxp,ed120804815a69edf33fa5ffacc712cc0a289df4,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Delay;Delay,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Simpler Times.fxp,489670d9a3026a7546d11d2fcebb3b9404341dab,unresolved,PASS,PASS,,NOT_RUN,NOT_RUN,,,,STALE,,Conditioner,supported,,"leaf_not_landed:fx:Conditioner(#54);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Sine Lead.fxp,91136090c3d4e77af715e91a0286a0ff956ba16f,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Reverb 1,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Sine-Saw Acidish.fxp,2e8e4248f30aba79bbafa3e7af49d4656f799d35,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Delay,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Smoothness World Cup.fxp,300a6bb2bbe8504557a6b9b8196583f18bf3a9a0,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Smoothy Hollow.fxp,29e9b748cb4e7e375bc14772a5a752cd5be1d92c,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;EQ;Phaser,supported,,"leaf_not_landed:fx:Phaser(#59);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Somewhere MW.fxp,98f7060dd6938ba44c3fd4732ad75aa286e9a5a9,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,BLOCKED,Delay;Reverb 1,supported,slate-256-factory-lean,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Square.fxp,5d063c4cf2029a46739462a23f04655eb3a7a0ea,unresolved,PASS,PASS,,NOT_RUN,,,,,STALE,,,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Squelch.fxp,03d1d38ceaf69bc3d964982e5ccbf65bdbff278d,unresolved,PASS,PASS,,NOT_RUN,NOT_RUN,,NOT_RUN,,STALE,,Phaser,supported,,"leaf_not_landed:fx:Phaser(#59);leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Squiggly.fxp,276c4ae88e346a564e8b8ada22e4e7358eb0006a,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Delay;Distortion,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);leaf_verification_incomplete:fx:Distortion;stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Stepmother.fxp,f4efe9b3924fd0be11b91ddb8d54522a220dcdc0,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;EQ;Freq Shift,unsupported,,scan_code:effect_class_not_in_bundle
factory,resources/data/patches_factory/Leads/Sweepy.fxp,58c2f0719b56e55b5187949f1e873d9e09612d99,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;Delay,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
factory,resources/data/patches_factory/Leads/Sync Harmonics.fxp,f0611dda8e5553e16d9835d4323b0c7d7caf53ef,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;EQ,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
